longitude,latitude,habitat_richness,NDVI,ALBH-AL-BH-NI,ALBH-AL-BH-VI,ALBH-AL-BH-BB,ALDH-AL-DH-BB,ALDH-AL-DH-NI,FAPAR300-RT0-FAPAR,GDMP300-RT0-GDMP,LAI300-RT0-LAI,SWI1km-SWI-002,SWI1km-SWI-100,SWI1km-SWI-040,SWI1km-SWI-005,SWI1km-SWI-010,SWI1km-SWI-060,SWI1km-SWI-015,SWI1km-SWI-020,TOCR-REF-NOR-BLUE,TOCR-REF-NOR-NIR,TOCR-REF-NOR-SWIR,TOCR-REF-NOR-RED,VCI_y,FCOVER300-RT0-FCOVER,ALDH-AL-DH-VI,d2m,t2m,fal,lai_hv,lai_lv,src,skt,stl1,stl2,stl3,stl4,slhf,ssr,str,sp,ssrd,strd,tp,swvl1,swvl2,swvl3,swvl4
4.08,44.4,0.321628,167.41666666666666,1202.0,963.0,1758.0,2312.5,951.5,81.0,1524.333333333333,2.5,113.36805555555557,120.95136526832957,118.31307870370371,175.0,114.4162533068783,112.3169642857143,112.51255432728647,198.0,283.5,415.0,26.5,3.0,250.0,67.33333333333333,257.0,279.42593,286.19992,0.12795633,2.307395,2.715864,8.923062e-05,285.77496,286.36038,286.29544,286.1374,286.0007,-5517463.0,13105327.0,-6207525.0,96884.26,15068718.0,26439890.0,0.0038421089,0.30246776,0.30071518,0.30136335,0.36415282
4.08,44.41,0.321628,189.375,1198.5,961.0,1899.0,2555.5,950.75,7.0,2107.875,9.4375,97.0,92.0,92.0,175.0,89.0,93.0,91.0,198.0,322.25,471.0,34.0,3.0,226.0,117.625,307.25,279.42593,286.19992,0.12795633,2.307395,2.715864,8.923062e-05,285.77496,286.36038,286.29544,286.1374,286.0007,-5517463.0,13105327.0,-6207525.0,96884.26,15068718.0,26439890.0,0.0038421089,0.30246776,0.30071518,0.30136335,0.36415282
4.08,44.42,0.321628,194.0,1190.5,957.0,1583.0,2119.5,949.0,1.0,2017.75,10.0,94.0,86.0,88.0,175.0,86.0,90.0,87.0,198.0,281.0,417.0,6.5,3.0,220.0,118.33333333333331,272.5,279.42593,286.19992,0.12795633,2.307395,2.715864,8.923062e-05,285.77496,286.36038,286.29544,286.1374,286.0007,-5517463.0,13105327.0,-6207525.0,96884.26,15068718.0,26439890.0,0.0038421089,0.30246776,0.30071518,0.30136335,0.36415282
4.08,44.43,0.321628,192.5,1190.5,957.0,1617.5,2118.5,949.0,1.0,1976.583333333333,10.0,114.0,110.0,108.0,175.0,106.0,111.0,107.0,198.0,292.5,424.5,5.5,2.5,237.0,117.75,267.0,279.42593,286.19992,0.12795633,2.307395,2.715864,8.923062e-05,285.77496,286.36038,286.29544,286.1374,286.0007,-5517463.0,13105327.0,-6207525.0,96884.26,15068718.0,26439890.0,0.0038421089,0.30246776,0.30071518,0.30136335,0.36415282
4.08,44.43,0.3863951,192.5,1190.5,957.0,1617.5,2118.5,949.0,1.0,1976.583333333333,10.0,114.0,110.0,108.0,175.0,106.0,111.0,107.0,198.0,292.5,424.5,5.5,2.5,237.0,117.75,267.0,279.42593,286.19992,0.12795633,2.307395,2.715864,8.923062e-05,285.77496,286.36038,286.29544,286.1374,286.0007,-5517463.0,13105327.0,-6207525.0,96884.26,15068718.0,26439890.0,0.0038421089,0.30246776,0.30071518,0.30136335,0.36415282
4.08,44.44,0.321628,190.9375,1192.5,958.0,1564.0,2030.5,949.5,1.0,1933.4375,10.0,117.0,117.0,113.0,175.0,111.0,113.0,112.0,198.0,276.5,421.5,6.5,3.0,217.5,105.0625,260.0,279.42593,286.19992,0.12795633,2.307395,2.715864,8.923062e-05,285.77496,286.36038,286.29544,286.1374,286.0007,-5517463.0,13105327.0,-6207525.0,96884.26,15068718.0,26439890.0,0.0038421089,0.30246776,0.30071518,0.30136335,0.36415282
4.08,44.45,0.33473834,195.16666666666663,1195.5,960.0,1510.0,1951.5,950.0,9.0,2025.25,9.25,122.67708333333334,136.64579790249434,132.59461805555554,175.0,128.06187996031747,123.10044642857144,124.3625814909297,198.0,263.0,424.0,2.5,2.5,250.0,113.41666666666669,220.0,279.42593,286.19992,0.12795633,2.307395,2.715864,8.923062e-05,285.77496,286.36038,286.29544,286.1374,286.0007,-5517463.0,13105327.0,-6207525.0,96884.26,15068718.0,26439890.0,0.0038421089,0.30246776,0.30071518,0.30136335,0.36415282
4.08,44.49,0.31886235,175.33333333333337,1200.0,962.0,1873.0,2450.5,951.5,97.0,1570.416666666667,1.0,118.19444444444446,123.41109221466365,121.40046296296296,175.0,117.83300264550263,117.05357142857144,116.56004346182917,198.0,289.5,463.5,5.0,3.0,250.0,84.33333333333333,254.5,278.88443,285.23306,0.1305432,2.33454,2.8671112,9.314942e-05,284.90875,285.49185,285.43826,285.32062,285.22693,-5481193.5,13020743.0,-5993355.0,95180.68,14942625.0,26262072.0,0.003994222,0.30794692,0.30999497,0.3106142,0.36981496
4.08,44.5,0.31886235,194.375,1199.75,962.0,1615.5,2065.0,951.25,7.0,1704.0,9.4375,120.0,114.0,114.0,175.0,112.0,116.0,114.0,198.0,280.0,446.5,8.25,4.0,181.75,93.625,255.5,278.88443,285.23306,0.1305432,2.33454,2.8671112,9.314942e-05,284.90875,285.49185,285.43826,285.32062,285.22693,-5481193.5,13020743.0,-5993355.0,95180.68,14942625.0,26262072.0,0.003994222,0.30794692,0.30999497,0.3106142,0.36981496
4.08,44.51,0.31886235,190.83333333333331,1209.0,967.5,1608.5,2100.0,954.0,73.0,1454.083333333333,3.25,120.86805555555554,128.57636526832954,125.87557870370371,175.0,122.1662533068783,120.00446428571428,120.20005432728647,198.0,248.5,375.5,20.5,6.0,250.0,67.0,216.0,278.88443,285.23306,0.1305432,2.33454,2.8671112,9.314942e-05,284.90875,285.49185,285.43826,285.32062,285.22693,-5481193.5,13020743.0,-5993355.0,95180.68,14942625.0,26262072.0,0.003994222,0.30794692,0.30999497,0.3106142,0.36981496
4.08,44.52,0.31886235,187.0,1198.5,960.5,1855.0,2519.5,950.5,91.0,1410.9375,1.5625,121.77083333333334,135.83329790249434,131.87586805555554,175.0,127.34312996031747,122.31919642857144,123.6125814909297,198.0,349.0,468.0,8.0,5.5,250.0,75.0,243.5,278.88443,285.23306,0.1305432,2.33454,2.8671112,9.314942e-05,284.90875,285.49185,285.43826,285.32062,285.22693,-5481193.5,13020743.0,-5993355.0,95180.68,14942625.0,26262072.0,0.003994222,0.30794692,0.30999497,0.3106142,0.36981496
4.08,44.52,0.31886235,187.0,1198.5,960.5,1855.0,2519.5,950.5,91.0,1410.9375,1.5625,121.77083333333334,135.83329790249434,131.87586805555554,175.0,127.34312996031747,122.31919642857144,123.6125814909297,198.0,349.0,468.0,8.0,5.5,250.0,75.0,243.5,278.88443,285.23306,0.1305432,2.33454,2.8671112,9.314942e-05,284.90875,285.49185,285.43826,285.32062,285.22693,-5481193.5,13020743.0,-5993355.0,95180.68,14942625.0,26262072.0,0.003994222,0.30794692,0.30999497,0.3106142,0.36981496
4.08,44.53,0.31886235,173.91666666666663,1200.5,961.5,1830.5,2437.0,951.0,81.0,1337.75,2.5,122.68402777777777,137.39442200491308,132.28804976851853,175.0,127.37981564153438,122.86049107142858,123.88380161092213,198.0,339.0,478.0,7.5,6.5,250.0,71.08333333333333,232.5,278.88443,285.23306,0.1305432,2.33454,2.8671112,9.314942e-05,284.90875,285.49185,285.43826,285.32062,285.22693,-5481193.5,13020743.0,-5993355.0,95180.68,14942625.0,26262072.0,0.003994222,0.30794692,0.30999497,0.3106142,0.36981496
4.08,44.54,0.37519944,184.25,1199.0,961.5,1825.0,2321.5,950.5,17.0,1673.25,8.5,120.73480902777777,135.25692599088248,130.22701461226853,175.0,125.27246352099868,120.9058314732143,121.96488619319254,198.0,357.5,497.5,8.5,8.5,246.0,111.66666666666669,239.5,278.88443,285.23306,0.1305432,2.33454,2.8671112,9.314942e-05,284.90875,285.49185,285.43826,285.32062,285.22693,-5481193.5,13020743.0,-5993355.0,95180.68,14942625.0,26262072.0,0.003994222,0.30794692,0.30999497,0.3106142,0.36981496
4.08,44.55,0.37519944,182.0625,1194.5,959.0,1656.5,2055.5,950.0,49.0,1602.625,5.5,120.82465277777777,134.25379036163076,130.2335250289352,175.0,125.64337125909393,121.05315290178572,122.18225439047146,198.0,329.5,454.0,6.5,5.5,212.0,94.0,287.0,277.9887,283.8649,0.13154565,2.2642224,2.9930828,8.69332e-05,283.7351,284.2362,284.20312,284.12683,284.06744,-5058176.0,12898626.0,-5585842.5,92438.75,14849092.0,26150038.0,0.0039909827,0.33312008,0.3330323,0.3260269,0.37760916
4.08,44.56,0.37519944,176.66666666666663,1200.0,962.5,1643.0,2180.5,951.5,1.0,1648.666666666667,10.0,121.96527777777777,135.5319113756614,131.7633101851852,175.0,127.14525462962962,122.34375,123.54257605820105,198.0,298.5,446.5,18.5,6.5,175.0,102.58333333333331,232.0,277.9887,283.8649,0.13154565,2.2642224,2.9930828,8.69332e-05,283.7351,284.2362,284.20312,284.12683,284.06744,-5058176.0,12898626.0,-5585842.5,92438.75,14849092.0,26150038.0,0.0039909827,0.33312008,0.3330323,0.3260269,0.37760916
4.08,44.57,0.37519944,164.91666666666666,1200.0,961.5,1750.0,2338.0,951.5,41.0,1593.416666666667,6.25,124.21354166666666,138.08852395124717,132.89105902777777,175.0,127.82781498015873,123.98772321428572,124.66566574546485,198.0,355.0,458.5,17.5,3.0,140.0,98.25,248.0,277.9887,283.8649,0.13154565,2.2642224,2.9930828,8.69332e-05,283.7351,284.2362,284.20312,284.12683,284.06744,-5058176.0,12898626.0,-5585842.5,92438.75,14849092.0,26150038.0,0.0039909827,0.33312008,0.3330323,0.3260269,0.37760916
4.08,44.61,0.36741364,189.375,1235.5,986.0,1816.0,2419.0,967.5,31.0,1676.4375,7.1875,120.0,136.0,129.0,175.0,123.0,119.0,120.0,198.0,308.0,486.5,21.5,18.0,195.5,93.8125,166.5,277.9887,283.8649,0.13154565,2.2642224,2.9930828,8.69332e-05,283.7351,284.2362,284.20312,284.12683,284.06744,-5058176.0,12898626.0,-5585842.5,92438.75,14849092.0,26150038.0,0.0039909827,0.33312008,0.3330323,0.3260269,0.37760916
4.08,44.62,0.36741364,199.41666666666663,1220.5,975.0,1727.5,2199.0,959.5,73.0,1552.916666666667,3.25,122.5,140.5,132.0,175.0,126.0,121.5,122.5,198.0,210.0,426.0,21.0,10.0,221.5,74.83333333333333,304.5,277.9887,283.8649,0.13154565,2.2642224,2.9930828,8.69332e-05,283.7351,284.2362,284.20312,284.12683,284.06744,-5058176.0,12898626.0,-5585842.5,92438.75,14849092.0,26150038.0,0.0039909827,0.33312008,0.3330323,0.3260269,0.37760916
4.08,44.62,0.36741364,199.41666666666663,1220.5,975.0,1727.5,2199.0,959.5,73.0,1552.916666666667,3.25,122.5,140.5,132.0,175.0,126.0,121.5,122.5,198.0,210.0,426.0,21.0,10.0,221.5,74.83333333333333,304.5,277.9887,283.8649,0.13154565,2.2642224,2.9930828,8.69332e-05,283.7351,284.2362,284.20312,284.12683,284.06744,-5058176.0,12898626.0,-5585842.5,92438.75,14849092.0,26150038.0,0.0039909827,0.33312008,0.3330323,0.3260269,0.37760916
4.08,44.64,0.32247898,158.75,1220.0,975.5,2026.5,2623.5,960.0,81.0,1060.75,2.5,125.73958333333334,141.93331916099774,136.76909722222223,175.0,131.624751984127,126.35267857142858,127.63878259637188,198.0,336.0,464.5,6.5,2.5,123.0,45.25,341.0,277.9887,283.8649,0.13154565,2.2642224,2.9930828,8.69332e-05,283.7351,284.2362,284.20312,284.12683,284.06744,-5058176.0,12898626.0,-5585842.5,92438.75,14849092.0,26150038.0,0.0039909827,0.33312008,0.3330323,0.3260269,0.37760916
4.08,44.65,0.3253826,151.33333333333334,1201.5,962.5,2038.0,2700.5,952.0,97.0,1087.1666666666667,1.0,126.14756944444446,142.19234221466365,137.41608796296296,175.0,132.52050264550263,126.92857142857144,128.26316846182917,198.0,312.0,522.0,43.5,4.0,186.0,56.25,217.5,277.10458,282.46686,0.1441519,2.4976463,1.647661,9.4661766e-05,282.31598,282.78336,282.7512,282.6859,282.64252,-5170660.5,12687622.0,-5019498.5,89982.445,14778093.0,26087922.0,0.00386716,0.34062174,0.34008062,0.33400607,0.3797787
4.08,44.66,0.33001363,160.25,1204.75,964.0,2024.5,2728.0,952.5,97.0,1077.875,1.0,123.83311631944446,139.05170392809902,134.8480541087963,175.0,130.1374576306217,124.57170758928572,126.0417146459278,198.0,334.5,491.5,9.5,1.75,186.75,53.4375,243.5,277.10458,282.46686,0.1441519,2.4976463,1.647661,9.4661766e-05,282.31598,282.78336,282.7512,282.6859,282.64252,-5170660.5,12687622.0,-5019498.5,89982.445,14778093.0,26087922.0,0.00386716,0.34062174,0.34008062,0.33400607,0.3797787
4.08,44.67,0.33001363,163.66666666666666,1208.5,966.0,1954.5,2727.0,953.0,97.0,1299.3333333333333,1.0,124.20486111111111,139.3152517951625,135.33188657407408,175.0,130.61412863756613,125.04241071428572,126.5513097600151,198.0,404.0,656.0,13.0,1.0,183.5,89.0,246.0,277.10458,282.46686,0.1441519,2.4976463,1.647661,9.4661766e-05,282.31598,282.78336,282.7512,282.6859,282.64252,-5170660.5,12687622.0,-5019498.5,89982.445,14778093.0,26087922.0,0.00386716,0.34062174,0.34008062,0.33400607,0.3797787
4.08,44.68,0.3253826,147.66666666666666,1207.0,966.0,1931.0,2589.5,952.0,41.0,1413.166666666667,6.25,122.13715277777777,138.39442200491308,133.64742476851853,175.0,128.62981564153438,122.92299107142858,124.58692661092213,198.0,418.0,545.5,8.0,2.0,119.0,82.08333333333333,266.5,277.10458,282.46686,0.1441519,2.4976463,1.647661,9.4661766e-05,282.31598,282.78336,282.7512,282.6859,282.64252,-5170660.5,12687622.0,-5019498.5,89982.445,14778093.0,26087922.0,0.00386716,0.34062174,0.34008062,0.33400607,0.3797787
4.08,44.73,0.38752818,193.0,1207.0,965.5,2105.5,2771.0,953.0,65.0,1758.75,4.0,126.0,145.0,142.0,175.0,136.0,128.0,130.0,198.0,410.5,516.5,11.5,2.0,133.0,99.33333333333331,277.5,277.10458,282.46686,0.1441519,2.4976463,1.647661,9.4661766e-05,282.31598,282.78336,282.7512,282.6859,282.64252,-5170660.5,12687622.0,-5019498.5,89982.445,14778093.0,26087922.0,0.00386716,0.34062174,0.34008062,0.33400607,0.3797787
4.08,44.74,0.38752818,213.16666666666663,1237.5,987.5,1841.0,2290.5,968.0,57.0,1595.916666666667,4.75,136.0,157.0,150.0,175.0,144.0,137.0,139.0,198.0,275.5,442.0,9.0,23.5,188.0,90.0,260.5,277.10458,282.46686,0.1441519,2.4976463,1.647661,9.4661766e-05,282.31598,282.78336,282.7512,282.6859,282.64252,-5170660.5,12687622.0,-5019498.5,89982.445,14778093.0,26087922.0,0.00386716,0.34062174,0.34008062,0.33400607,0.3797787
4.08,44.75,0.38752818,186.0625,1231.25,982.25,1811.75,2321.75,963.0,37.0,1507.875,6.625,130.0,149.0,145.0,175.0,140.0,131.0,134.0,198.0,334.75,450.5,13.5,5.75,185.5,83.4375,269.5,277.10458,282.46686,0.1441519,2.4976463,1.647661,9.4661766e-05,282.31598,282.78336,282.7512,282.6859,282.64252,-5170660.5,12687622.0,-5019498.5,89982.445,14778093.0,26087922.0,0.00386716,0.34062174,0.34008062,0.33400607,0.3797787
4.08,44.77,0.38752818,182.0,1244.0,990.0,1840.0,2566.5,968.5,97.0,1496.4375,1.0,131.0,157.0,150.0,175.0,143.0,133.0,137.0,198.0,352.0,522.0,23.0,10.0,200.0,85.0,160.5,276.66452,281.4703,0.16880502,2.2615132,0.0,0.00010125003,281.51752,281.91733,281.88574,281.83804,281.8246,-4886335.5,12311214.0,-4757877.0,88521.086,14705685.0,26021154.0,0.0037479461,0.35393625,0.3536274,0.3484575,0.38351947
4.08,44.78,0.38752818,182.25,1252.5,996.5,1676.5,2290.5,970.0,81.0,1449.416666666667,2.5,121.0,159.0,146.0,175.0,137.0,125.0,128.0,198.0,327.0,440.0,19.5,4.5,156.5,79.33333333333333,226.0,276.66452,281.4703,0.16880502,2.2615132,0.0,0.00010125003,281.51752,281.91733,281.88574,281.83804,281.8246,-4886335.5,12311214.0,-4757877.0,88521.086,14705685.0,26021154.0,0.0037479461,0.35393625,0.3536274,0.3484575,0.38351947
4.09,44.41,0.56626195,176.75,1199.5,961.5,1907.5,2560.0,951.0,17.0,2141.333333333333,8.5,100.0,96.0,96.0,175.0,93.0,96.0,94.0,198.0,363.5,488.0,19.5,5.0,250.0,111.91666666666669,356.5,279.42593,286.19992,0.12795633,2.307395,2.715864,8.923062e-05,285.77496,286.36038,286.29544,286.1374,286.0007,-5517463.0,13105327.0,-6207525.0,96884.26,15068718.0,26439890.0,0.0038421089,0.30246776,0.30071518,0.30136335,0.36415282
4.09,44.42,0.56626195,184.77777777777774,1193.0,958.0,1737.0,2323.0,950.0,1.0,2174.222222222222,10.0,104.0,100.0,100.0,175.0,97.0,100.0,98.0,198.0,343.0,503.0,9.0,3.0,204.0,126.44444444444444,316.0,279.42593,286.19992,0.12795633,2.307395,2.715864,8.923062e-05,285.77496,286.36038,286.29544,286.1374,286.0007,-5517463.0,13105327.0,-6207525.0,96884.26,15068718.0,26439890.0,0.0038421089,0.30246776,0.30071518,0.30136335,0.36415282
4.09,44.44,0.4419211,182.25,1192.0,958.0,1776.0,2341.0,950.0,1.0,2203.6666666666665,10.0,111.0,107.0,106.0,175.0,104.0,107.0,105.0,198.0,307.0,465.0,12.0,5.0,202.0,115.33333333333331,319.0,279.42593,286.19992,0.12795633,2.307395,2.715864,8.923062e-05,285.77496,286.36038,286.29544,286.1374,286.0007,-5517463.0,13105327.0,-6207525.0,96884.26,15068718.0,26439890.0,0.0038421089,0.30246776,0.30071518,0.30136335,0.36415282
4.09,44.44,0.4419211,182.25,1192.0,958.0,1776.0,2341.0,950.0,1.0,2203.6666666666665,10.0,111.0,107.0,106.0,175.0,104.0,107.0,105.0,198.0,307.0,465.0,12.0,5.0,202.0,115.33333333333331,319.0,279.42593,286.19992,0.12795633,2.307395,2.715864,8.923062e-05,285.77496,286.36038,286.29544,286.1374,286.0007,-5517463.0,13105327.0,-6207525.0,96884.26,15068718.0,26439890.0,0.0038421089,0.30246776,0.30071518,0.30136335,0.36415282
4.09,44.45,0.31886235,197.22222222222226,1191.0,957.0,1583.0,2066.0,949.0,1.0,1968.2222222222226,10.0,120.11371527777777,129.57254169028724,126.54911747685185,175.0,122.598472635582,119.8286830357143,120.15068883456159,198.0,267.0,430.0,6.0,3.0,225.0,118.22222222222223,245.0,279.42593,286.19992,0.12795633,2.307395,2.715864,8.923062e-05,285.77496,286.36038,286.29544,286.1374,286.0007,-5517463.0,13105327.0,-6207525.0,96884.26,15068718.0,26439890.0,0.0038421089,0.30246776,0.30071518,0.30136335,0.36415282
4.09,44.46,0.31886235,194.11111111111111,1201.0,963.0,1472.0,1887.0,952.0,1.0,1933.666666666667,10.0,112.0,106.0,106.0,175.0,104.0,109.0,106.0,198.0,258.0,423.0,8.0,3.0,219.0,112.44444444444444,247.0,278.88443,285.23306,0.1305432,2.33454,2.8671112,9.314942e-05,284.90875,285.49185,285.43826,285.32062,285.22693,-5481193.5,13020743.0,-5993355.0,95180.68,14942625.0,26262072.0,0.003994222,0.30794692,0.30999497,0.3106142,0.36981496
4.09,44.47,0.31886235,188.58333333333331,1202.0,964.0,1520.0,1984.0,952.0,49.0,1767.083333333333,5.5,115.34722222222223,121.58054610733183,118.07523148148148,175.0,114.16650132275132,113.90178571428572,113.03002173091458,198.0,235.0,407.0,16.0,4.0,250.0,83.08333333333333,232.0,278.88443,285.23306,0.1305432,2.33454,2.8671112,9.314942e-05,284.90875,285.49185,285.43826,285.32062,285.22693,-5481193.5,13020743.0,-5993355.0,95180.68,14942625.0,26262072.0,0.003994222,0.30794692,0.30999497,0.3106142,0.36981496
4.09,44.48,0.31886235,189.44444444444446,1200.0,962.0,1736.0,2353.0,951.0,86.33333333333331,1940.555555555556,2.0,119.26736111111111,129.5965017951625,126.14438657407408,175.0,122.02037863756613,118.97991071428572,119.33255976001512,198.0,293.0,470.0,6.0,3.0,250.0,99.0,224.0,278.88443,285.23306,0.1305432,2.33454,2.8671112,9.314942e-05,284.90875,285.49185,285.43826,285.32062,285.22693,-5481193.5,13020743.0,-5993355.0,95180.68,14942625.0,26262072.0,0.003994222,0.30794692,0.30999497,0.3106142,0.36981496
4.09,44.52,0.31886235,192.25,1204.0,964.0,1723.0,2322.0,952.0,73.0,1596.333333333333,3.25,122.609375,137.32496279761907,133.31966145833331,175.0,128.71028645833331,123.28515625,124.74321056547618,198.0,316.0,463.0,17.0,3.0,250.0,96.75,241.0,278.88443,285.23306,0.1305432,2.33454,2.8671112,9.314942e-05,284.90875,285.49185,285.43826,285.32062,285.22693,-5481193.5,13020743.0,-5993355.0,95180.68,14942625.0,26262072.0,0.003994222,0.30794692,0.30999497,0.3106142,0.36981496
4.09,44.53,0.31886235,196.66666666666663,1203.0,964.0,1646.0,2210.0,952.0,75.66666666666667,1580.5555555555554,3.0,124.79557291666666,140.63539230796485,135.85215928819446,175.0,131.06402684771825,125.43819754464286,126.93677477501417,198.0,320.0,447.0,22.0,7.0,250.0,80.0,224.0,278.88443,285.23306,0.1305432,2.33454,2.8671112,9.314942e-05,284.90875,285.49185,285.43826,285.32062,285.22693,-5481193.5,13020743.0,-5993355.0,95180.68,14942625.0,26262072.0,0.003994222,0.30794692,0.30999497,0.3106142,0.36981496
4.09,44.53,0.31886235,196.66666666666663,1203.0,964.0,1646.0,2210.0,952.0,75.66666666666667,1580.5555555555554,3.0,124.79557291666666,140.63539230796485,135.85215928819446,175.0,131.06402684771825,125.43819754464286,126.93677477501417,198.0,320.0,447.0,22.0,7.0,250.0,80.0,224.0,278.88443,285.23306,0.1305432,2.33454,2.8671112,9.314942e-05,284.90875,285.49185,285.43826,285.32062,285.22693,-5481193.5,13020743.0,-5993355.0,95180.68,14942625.0,26262072.0,0.003994222,0.30794692,0.30999497,0.3106142,0.36981496
4.09,44.54,0.37519944,191.22222222222226,1202.0,963.0,1661.0,2232.0,952.0,11.666666666666664,1677.2222222222224,9.0,122.10481770833334,138.17862568204364,133.22002495659723,175.0,128.12562391493054,122.73779296875,124.00543697296627,198.0,351.0,498.0,12.0,7.0,231.0,113.11111111111113,249.0,278.88443,285.23306,0.1305432,2.33454,2.8671112,9.314942e-05,284.90875,285.49185,285.43826,285.32062,285.22693,-5481193.5,13020743.0,-5993355.0,95180.68,14942625.0,26262072.0,0.003994222,0.30794692,0.30999497,0.3106142,0.36981496
4.09,44.55,0.37041402,174.58333333333337,1197.0,960.0,1660.0,2137.0,950.0,25.0,1474.5,7.75,122.17681206597223,137.01919622558225,132.76385045934606,175.0,128.02525143900877,122.75130789620536,124.1069663026886,198.0,315.0,460.0,26.0,10.0,242.0,79.41666666666667,278.0,277.9887,283.8649,0.13154565,2.2642224,2.9930828,8.69332e-05,283.7351,284.2362,284.20312,284.12683,284.06744,-5058176.0,12898626.0,-5585842.5,92438.75,14849092.0,26150038.0,0.0039909827,0.33312008,0.3330323,0.3260269,0.37760916
4.09,44.56,0.37519944,188.33333333333331,1202.0,963.0,1843.0,2490.0,952.0,54.33333333333334,1677.4444444444446,5.0,122.65798611111111,137.24961616591082,133.29152199074073,175.0,128.66081762566137,123.29129464285714,124.72570920729402,198.0,296.0,435.0,22.0,10.0,249.0,108.22222222222223,237.0,277.9887,283.8649,0.13154565,2.2642224,2.9930828,8.69332e-05,283.7351,284.2362,284.20312,284.12683,284.06744,-5058176.0,12898626.0,-5585842.5,92438.75,14849092.0,26150038.0,0.0039909827,0.33312008,0.3330323,0.3260269,0.37760916
4.09,44.57,0.37519944,190.0,1199.0,961.0,1736.0,2283.0,951.0,54.33333333333334,1488.666666666667,5.0,124.69010416666666,140.29008113662132,135.9958767361111,175.0,130.91365947420636,125.47154017857144,126.8778654691043,198.0,383.0,521.0,6.0,5.0,206.0,95.77777777777777,254.0,277.9887,283.8649,0.13154565,2.2642224,2.9930828,8.69332e-05,283.7351,284.2362,284.20312,284.12683,284.06744,-5058176.0,12898626.0,-5585842.5,92438.75,14849092.0,26150038.0,0.0039909827,0.33312008,0.3330323,0.3260269,0.37760916
4.09,44.58,0.37041402,179.25,1196.5,960.0,1739.0,2364.0,951.0,9.0,1568.416666666667,9.25,123.74142795138889,138.46691829943782,134.18023907696758,175.0,129.3839066116898,124.24658203125,125.58612480365409,198.0,304.0,445.0,9.0,10.5,193.5,73.41666666666667,254.0,277.9887,283.8649,0.13154565,2.2642224,2.9930828,8.69332e-05,283.7351,284.2362,284.20312,284.12683,284.06744,-5058176.0,12898626.0,-5585842.5,92438.75,14849092.0,26150038.0,0.0039909827,0.33312008,0.3330323,0.3260269,0.37760916
4.09,44.59,0.37519944,180.33333333333331,1204.0,963.0,2104.0,2763.0,952.0,65.0,1639.5555555555554,4.0,122.88888888888889,137.82218442932728,133.80092592592592,175.0,129.1660052910053,123.60714285714286,125.12008692365835,198.0,396.0,603.0,11.0,7.0,250.0,95.55555555555556,347.0,277.9887,283.8649,0.13154565,2.2642224,2.9930828,8.69332e-05,283.7351,284.2362,284.20312,284.12683,284.06744,-5058176.0,12898626.0,-5585842.5,92438.75,14849092.0,26150038.0,0.0039909827,0.33312008,0.3330323,0.3260269,0.37760916
4.09,44.6,0.37041402,170.55555555555554,1225.0,977.0,2034.0,2590.0,961.0,75.66666666666667,1452.888888888889,3.0,121.42534722222223,137.20865516345427,131.70999710648147,175.0,126.37715980489418,121.57979910714286,122.67443340183294,198.0,366.0,608.0,5.0,7.0,185.0,94.44444444444444,309.0,277.9887,283.8649,0.13154565,2.2642224,2.9930828,8.69332e-05,283.7351,284.2362,284.20312,284.12683,284.06744,-5058176.0,12898626.0,-5585842.5,92438.75,14849092.0,26150038.0,0.0039909827,0.33312008,0.3330323,0.3260269,0.37760916
4.09,44.64,0.32247898,166.0,1231.0,982.0,1843.0,2495.0,964.0,86.33333333333331,1017.2222222222223,2.0,123.26128472222223,139.1555354780801,134.48017939814815,175.0,129.41631531084656,123.85379464285714,125.39973367819348,198.0,334.0,442.0,5.0,11.0,143.0,39.111111111111114,283.0,277.9887,283.8649,0.13154565,2.2642224,2.9930828,8.69332e-05,283.7351,284.2362,284.20312,284.12683,284.06744,-5058176.0,12898626.0,-5585842.5,92438.75,14849092.0,26150038.0,0.0039909827,0.33312008,0.3330323,0.3260269,0.37760916
4.09,44.65,0.3253826,151.22222222222226,1198.0,960.0,1935.0,2659.0,951.0,97.0,1054.5555555555557,1.0,124.82443576388889,141.54251553051776,136.67429832175924,175.0,131.5257058118386,125.59737723214286,127.19574726592025,198.0,315.0,416.0,23.0,12.0,143.0,48.22222222222222,223.0,277.10458,282.46686,0.1441519,2.4976463,1.647661,9.4661766e-05,282.31598,282.78336,282.7512,282.6859,282.64252,-5170660.5,12687622.0,-5019498.5,89982.445,14778093.0,26087922.0,0.00386716,0.34062174,0.34008062,0.33400607,0.3797787
4.09,44.66,0.33001363,161.16666666666666,1208.0,966.5,1741.5,2429.5,953.0,97.0,1164.6666666666667,1.0,123.60883246527777,139.05964707931784,134.78105107060185,175.0,129.99879350611772,124.34584263392858,125.86940893979119,198.0,339.5,467.5,9.0,1.5,133.0,63.25,242.5,277.10458,282.46686,0.1441519,2.4976463,1.647661,9.4661766e-05,282.31598,282.78336,282.7512,282.6859,282.64252,-5170660.5,12687622.0,-5019498.5,89982.445,14778093.0,26087922.0,0.00386716,0.34062174,0.34008062,0.33400607,0.3797787
